text,label
Bu puan durumu olayı çok eğlenceli umarım 8'den yukarı çıkamazlar :) ,joy
"Az önce çektim, namussuz ürkecek diye ödüm koptu ",fear
Bugün Exo'nun tüm şarkılarıyla özlem giderdim resmen harika hissediyorum ,joy
Erken uyandığım için kızgınım kendime. Bok vardı çünkü. ,anger
Şu saatte pat diye kalktım. Sonra da şoka uğradım.. ,surprise
"Hayatın bana yaptığı en güzel sürpriz, sen oldun ",surprise
Oha Manisa o nasıl bir başlangıç. Gelen giden vuruyor Antebe ,surprise
"Allah'ım bu akşam gerçek mi, yoksa kabus mu görüyorum... .. aklımı kaçırmak üzereyim... . ",fear
Çok endişelendim. Bügün zam yapılmadı. Acaba hükümetin başına bir şey mi geldi? ,fear
içimde neden bok gibi bir his var ve ben neden bu kadar mutsuzum ,sadness
Mutsuz yalnız ve fakirim. Uf ya. ,sadness
Yok artık inanmam. büyük konuşmayayım benim çocuğuma vursa onu yakalar parmaklarını satırla keserdim. ,surprise
Rıza sen hoca falan değilsin istifa et defol git ,anger
Hayret 2. fragman geliyormuş.. ,surprise
sanki siz çok şeysiniz diye bağıracağım şimdi ,anger
"Hayaletiz hayalet , bir hayal et bir düşün kork ",fear
Kasım ayında sivrisinek mi olur ya kafayı yiyeceğim artık ,anger
Yok artık inanmam ben seni benden küçük sanıyordum vallahi şaşırdım ,surprise
Şaşkınlık verici olan da avukatının kaçma şüphesi olmadığından tutuksuz yargılama istemesi ,surprise
Gece gece sûtlaç harika oldu... ,joy
Haha hadi gidin kumda oynayın ,joy
"Gözleri keskin, gözleri keskin, gözleri keskin bir tren sesi kadar korkutucuydu.. ",fear
Eskisi gibi olmak istediğim insanlar var lakin korkuyorum ,fear
"Hasta olunca çocuklaştığımdan mı, ilaçların etkisinden mi bilmem ama balkonda uçuşan çarşafları hayalet sanıp ürktüm az önce ",fear
Ya bu Ayşe mi Banu mu kaç doğumluydu bu kız ya delireceğim ,anger
haha bakkalda oturdum kadın bana fal bakıyor aşk bu kadın ya ,joy
Canımdan bezdim ağzını her açtığında ,sadness
Oha para beni bozdu napacağımı şaşırdım tansiyonum düştü ,surprise
Ben buralarda yokken neler olmuş neler bitmiş moralim bozuk ,sadness
Puscifer ı yeni keşfettiğim için çok pişmanım. :( ,sadness
ölmüşüz ağlayanımız yok kokmuşuz tuzlayanımız yok ,sadness
arkadaşlar 19. bölüm için aşırı heyecanlıyım deliriyorum acil pazar gelsin diye ,joy
samimi olmadığım biri ne yapıyorsun dediğinde istemsiz bir sinirleniyorum sanane lan ne yapıyorum ,anger
Sayın Valim tüm kitap severler adına teşekkür ederim. ,joy
Çok sevdim üzerimden çıkartmıyorum :) ,joy
Bu ara herkes beni rüyasında görüyor Sanırım kendime biraz daha fazla dikkat etmeliyim ,fear
Sevgilimi çok özledim bana ters yapan olursa başının üstünde yeri var agresifim kompleksliyim şu an ,anger
Gördüğüm kabus yüzünden hala kendime gelemedim ,fear
Yemin ederim hayatımın en umutsuz dönemlerindeyim ya bir şeylere heves etmeye bile halim kalmadı. ,sadness
Kardeşim uyandırdı daha 2 saat uyurdum ben agresifim ,anger
Üç gündür kendimi sadece çimen gibi hissetmekten yoruldum. ,sadness
Biri bu insanlara soy ağacının açıklamasını yapsın kafayı yiyeceğim yoksa ,anger
Gün içinde doğum günümü kutlayan veya kultlamayandan allah razı olsun çok teşekkür ederim ,joy
Az önce burnumun ucuna ağ atmış bir örümcek burnuma doğru tırmanıyodu bıktım bu hayattan ,sadness
Herkese sinir oluyorum bu aralar niye böyle. ,anger
Şu an öyle bir sinirliyim ki lan ne kadar saçma salak insanlar var ,anger
"Biraz önce karpuzun sebze oldugunu öğrendim, hayretler içindeyim. ",surprise
Kantinden kahve aldım 2.5 tl dedi ben şok kendini starbucks falan sandı heralde ,surprise
Çok fena iftira atıldı üstüme şu an çok sinirliyim ,anger
Sinir akıyor kanımdan yemin ederim kafayı yiyeceğim ,anger
Çok mutluyum ay kesin birilerinin nazarı değecek ama olsun :D ,joy
Bu kadar üşengeç olmayı nasıl başarıyorum bazen kendime hayret ediyorum. ,surprise
Aşırı sinirlendim üstüne üstlük bir de açım ,anger
"Kutsal ruh dedim, Ayler, kutsal hayalet demişim gibi korkma; kork saksofonun elinde patlamasından ",fear
Çok mutluyum şu an inşallah canım görürüm seni bak şarkı demek ki tesadüf değilmiş ,joy
Yüzünü göstermesine aşırı şaşkınım sehundan beklenmeyen hareketler ,surprise
Öldün mü kaldın mı endişelendim kanki ,fear
Annemden ve babamdan nefret ediyorum. ,anger
Mesela böyle gök gürültülü ve şimşekli havaları sevmem çünkü korkuyorum gök gürültüsü duyunca titrerim aşırı korkuyorum ,fear
Dişçiye gitmem gerekiyor lakin benim dişçi fobim var ,fear
Kişilere değil kişiliksizliklere öfkeliyim ,anger
"Kasımda harbiden aşk başkaymış, mal bu dediğim arkadaşlarım sevgilileriyle hikaye paylaşıyor ben şok ",surprise
Karanlıkta işe gitmek icin hazırlanmak çok sinir bozucu... Uykum var ,anger
"Bir dilim tatlı yedim tam şuan, mutluyum teşekkürler ",joy
bugün aktif olamadım hüzünlüyüm ,sadness
Bu saatte uyandırıldım ve sinirliyim. ,anger
Güzel bir kız instaya fotoğraf atmış 3 kere gördüm 3ünde de reflexle beğendim ,joy
Aziz Yıldırım defol git hayatımızdan küflü peynir. ,anger
"Çok mutsuzum, ya çiğköfte yemem lazım, ya makarna yemem lazım ya da alışveriş yapmam lazım. ",sadness
“Aaa ne kadar kilo vermişsin.” Ciddi olamazsın ya tüm sırrı bozdun. ,surprise
'Bizi bilim kurtaracak din değil' Harbi mi amk ciddi olamazsın ,surprise
Vay çoktan Cumartesi’den yemeye başlamışız bile helal olsun akıyor resmen ,surprise
sen mi yaptın yok artık inanmam hazır almışsındır :)))) ne bunlar ,surprise
2018 den ilk beklentim gerçekleşti ve istediğim oranda zam aldım bir miktar sevinçliyim :) ,joy
Halis çok komik bir hücum faul verdi topa dokunan da hücumcu ,joy
Hesap yaptım derbi maç sonucunu buldum... bende hayret ettim. ,surprise
Allah affetsin buna çok güldüm ,joy
Saçını boyattın anladık da Gökkuşağına dönmek neyin nesi mal mısın kızım sen? ,anger
Gratise vereceğim parayı kpss kitaplarına verdiğim için fazlaca mutsuzum ,sadness
küfür olduğu için üzgünüm yakışmadı bana ,sadness
Gece gece patates kızartması ve İzmir köftesi yiyorum mutluyum :) ,joy
Derste aniden kalkıp allahu ekber diye bağıracağım vallahi yeter ,anger
"Kaygılı insanlarla dertleşmeyi seviyorum çünkü anlaşıldığımı hissediyorum. Bıktım ""abartma, boşver"" diyenlerden ",sadness
sinirliyim ve bu beni daha da çirkin yapıyor ,anger
Gece gece duvarımla uğraşıyorum çünkü sıkıldım ,sadness
"Var ya böyle kendimi lime lime kesip ölmeyi beklemek istiyorum artık. İçime içime üzülmekten, kimseye anlatmamaktan tükendim. ",sadness
Halep’te hava saldırısı: 10 ölü ,fear
Seninle yaşamak isteyipte yaşayamadığım her şey için bu hayata ayrı ayrı kızgınım ,anger
"Bir anımız var en çok onu unutmam diyordum, en çok onun için pişmanım. ",sadness
Beyin hücresini taneyle mi verdiler lan size bu kadar da olmaz lan nefret ediyorum sizden ,anger
Yeter diye bağıracağım şimdi ,anger
Arkadaşlar çok eğlendim ama şakaydı hepsi alınmayın ,joy
"Acı çekiyorum, ama bunu hak edip etmediğimi bilmiyorum. Karamsar değilim, hüzünlüyüm. ",sadness
İngilizcenin 'i' sini bilmeyip fotolarınız altında ingilizce edebiyat parçalamanız epey komik. ,joy
Uyanır uyanmaz bugün harika bir gün olacak harika hissediyorum :) dedikten sonra yorgana takılıp kapaklanmış gibi bir gün. ,joy
Batak oynayan gelsin sıkıldım anam ,sadness
Olamadıklarım için üzgünüm. Beni olduklarımla kabullen.. ,sadness
Bütün planlarımı 20 yaşıma kadar yapmıştım. Sonrası benim için de sürpriz oldu ,surprise
Yorgun mutsuz ve umutsuzum ,sadness
"Dünyaya gözlerimi açtığım gün bugün, kendimi harika hissediyorum :) Günaydınlar ",joy
Birden geldin aklıma yakıverdin ışıkları. Hayret ettim galiba mutluluktan... ,surprise
Fiber ana hattını koparmışlar peki ne yaparken tabiki de kazı çalışması yaparken ne kadar şaşırtıcı (!) bir durum ,surprise
Sonsuz teşekkürler sana ziyan olan bir aşk için ,joy
Yeni birine alışma ihtimali bile çok korkutucu. ,fear
8:12 de uyanıp 15 geçe aşağı indim.. Harikayım ,joy
"İzin verirsen şimdi biraz küfür edeceğim, kulaklarını kapatır mısın, beni böyle hatırlamanı istemem. ",anger
"ragnar öldü, aşırı mutsuzum. vize haftası bile böyle koymamıştı... ",sadness
Çok endişelendim. Bugün zam yapılmadı. Acaba hükümetin başına birşey mi geldi. ,fear
Bugün burdaki bazı tweetlere ağzım açık kaldı beklemediğim insanlardan beklenmeyen tavırlar şok oldum hayat hergün birşey öğretiyor ,surprise
Bana beni geri ver defolup git nereye gidiyorsan git ,anger
Kendini kime kanıtlamaya çalışıyorsun mal mısın ,anger
"Aaa bu ismi denedim ve oldu, bu çocuk hesabı cidden kapatmış bu sefer ",surprise
Uykuyu tutamadığım gecelerde dönüp de yazdıklarıma baktığımda bazen hayret ettim. ,surprise
Seni seviyorum ama bu hareketleri değil ,joy
Acil servisi o kadar özledim ki ağlamak istiyorum ,sadness
Rimelim çok güzel kıvırıyor ya kendimi harika hissediyorum şu an ,joy
Daha şaşkınlık verici olanı; Sen bu duruma nasıl şaşırıyorsun Babako ,surprise
Kuş ve palyaço fobim var. Kuşlar lütfen benden uzak durun ,fear
Bu nasıl bir kudurmuşluk şaştım kaldım vallahi ,surprise
Geçmişte çok yıprandım o yüzden geleceğimi umursamıyorum ,sadness
"Sonbahar çok güzel ve ev. ev çok güzel, sonbahar harika. ",joy
yolda yürürken birden yere oturup tükendim yeter demek istiyorum ,sadness
O nasıl bir fondoten sürmektir kadın ödüm koptu ,fear
Stan Lee lütfen daha fazla yaşlanma lütfen lütfen seni çok seviyorum ,joy
Az önce sodayı açmaya çalışırken her yere döktüm sakar ve öfkeliyim şu an ,anger
Durduk yere gözüm kanlandı çıldıracağım nazar değdirmeyin yeter ,anger
Matçıya kısık sesle sus dedim hoca duydu tamam dedi amk sikecek diye çok korktum ,fear
Eko şu an karşımda sinir küpü. 'Tansu sen niye beni oyunda geçiyorsun strese sokuyorsun beni' ,anger
Gripli ve öfkeliyim bu yüzden hepinizi karantinaya alıyorum ,anger
Siz siz olun abinizi veya ablanızı kesinlike üzmeyin ben üzdüm çok pişmanım ,sadness
Bade İşçil'i yeni dizisinde görünce şoka uğradım. Çok beğendiğim bir kadındı. Neden yapmış bunu kendine? ,surprise
bu gece aklıma takılan konu şu; eski sevgilimin neden muşlu olduğu çok dertlendim ben ya ,sadness
Hayal kırıklığı yaşamaktan yıprandım ,sadness
"Sen o dönemi nasıl atlattın diyo, vallahi bana da sürpriz oldu kendimden beklemiyordum hiç ",surprise
Şu an çok keyiflendim harika hissediyorum ,joy
La case de papeli erkenden sorunsuz ve spoilersiz bitirdiğim için çok mutluyum Allahım ,joy
Bugün yürürken inek boku gördüm ne kadarda BTS antisine benziyor şaştım kaldım yahu ,surprise
Düğün dönüşü facia: 3 ölü 17 yaralı ,fear
"Lan delireceğim gördük amk tamam snapchat, instagram, twitter, whatsapp her yerde niye paylaşıyorsun ya. ",anger
Beni seninle muhattap eden hayatın vizyonsuzluğunada baya bir kızgınım. ,anger
Gölgemden korktum arkamda biri var sandım aq iyice psikolojim bozuldu ,fear
Deniz Baykal yaşıyor mu? Yok artık inanmam ,surprise
Çok şık hareketler bunlar Eğlenceli bir haftasonu olacak Merakla bekliyoruz :)) ,joy
Bazı arkadaşlarımızı verip iki tabak mantı alabilsek keşke ,sadness
Aşırı agresifim ya biri bana selam verse de niye selam veriyosun diye kavga çıkarsam ,anger
Yine aldığım kararlar en çok bana sürpriz oldu ,surprise
Ne güzel yerde oturuyorsunuz çok beğendim... ,joy
"görüntü korkunçtu. ama daha korkunç olanı; sağlığa bu kadar titiz olan ülkemin, tecavüzcüleri serbest bırakılıyor olması. ",fear
Çok pis küfredesim var da edeceğim küfür bile sizden kaliteli amk. ,anger
Hasta sinirli ve agresifim ,anger
"Naifçe gayrimeşru kovalardık, özledim o yılları. ",sadness
"6 yaşından sonrası banada sürpriz oldu, oran 12.50 ",surprise
Geçtim karşısına tam patır patır her şeyi söylüyorum korktum yumuşamaktan ,fear
Senden güzeldi belki de seni sevmek ,joy
"Olacağı varsa oluyor ya hani, biteceği varsa da bitsin. YORULDUM ",sadness
haha daha nolsun kız :D Teyzemin sohbeti neşesi yeter de artar bile.. :D ,joy
Herkes hayatı boyunca hata yapar ama emin ol en büyük pişmanlığım sensin ,sadness
O kadar sinirliyim ki 5 kilo dondurma anca geçirir ,anger
Dünyanın en sıkıntılı durumu metroda çişinin gelmesi ben ağlıyorum şahsen başka çözümüm yok ,sadness
An itibariyle teyze oldum çok heyecanlıyım ,joy
Oha iki saat aralıksız telefonda mı konuştunuz inanılmaz havalısınız ya.Bir de ssni hikayene mi attın vay efsanesiniz ,surprise
Kim bunu yapmışsa ellerine sağlık o kadar güldüm ki ,joy
Lübnan'daki Filistin mülteci kampında çatışma: 1 ölü ,fear
Hayatımda gördüğüm en korkunç şeylerden biri bu robot ailesi ,fear
"Sana ""Urfalı olduğun hiç belli olmuyor"" denmesi şaşırtıcı ",surprise
Nasıl bu kadar çok içebiliyorum ben bile hayretler içindeyim ,surprise
Şu gezme kelimesini alışveriş yapmak olarak algılayan kızlara bir hayli sövüyorum ,anger
İnan ben hangi yüzüne konusacağımı şaşırdım. ,surprise
Yarın sabah uyumadığım her dakika için kendime küfür edeceğim ,anger
"Ben bu instadaki giflerden zıplayan adamı çok sevdim, mesaim renklendi ",joy
E bende az psikopat değilmişim korktum ,fear
İçimde biriken hislerin birdenbire patlayarak beni zerreler halinde dağıtacağından korkuyorum. ,fear
Ben bu Sezon gördüğüm Maçlarda Harun’u çok beğendim.. ,joy
Ne güzel inandırdınız kendinizi kendi yalanınıza hayret ettik ,surprise
8. Şubenin deposu ve personel alanı tam korku filmi çekilecek gibi ayarlanmış ürktüm ,fear
Hayret ettim kalbime bazen.. ,surprise
Düşman kardeşleri izlerken bir yerden Bade'nin anneannesi fırlayacak diye korkuyorum ,fear
Robert pattinson müslüman olmuş. Duyunca çok şaşırdım ,surprise
Hepsini bir arada nasıl yedin hayretler içindeyiz diyetim ve ben ,surprise
"Ben çok üzüldüm, sen üzülmedin mi? ",sadness
Aşırı ağzı gevşekleri hatırladım şu an çok sinirlendim ,anger
Ay bir an engel yedim sandım ve onca tweetim atılmadı sandım ödüm koptu ,fear
Oha bu o mu gerçekten ,surprise
"Çok sıkıldım , azcık da şu tarafa doğru sıkılıyım ",sadness
"Şu 24 saat ulaşım olayına neden bu kadar sevindim anlamadım, senede 5 kere anca kampüsten çıkıyom zaten .s ",joy
Bipolarım ben sanırsam kabuslar falan ,fear
"Son şarkımı dinleyip bu tatlı, minnoş ve tatlı minnoş geceye veda ediyorum iyi geceler ",joy
Yok daha neler. Erkeğe de küpe mi olurmuş. Bunlar ters şeyler. Başka mahalleye lütfen.. ,surprise
Yalnız her ikisinin de içinde gizliden gizliye büyüyen bir korku vardı: Bir gün gelip ayrılmak korkusu. ,fear
Fiilimsiler yapım eki kabul ediliyormuş baya şaşkınlık verici bir bilgi ,surprise
Oha yemek yemeye gittim geldim maç 2-2 olmuş ,surprise
Yine delirmek üzere olduğum bir sahne Eyşan sana çok kızgınım ,anger
Şarjım son bir haftadır 2 gün dayanıyor hayretler içindeyim ,surprise
Şu gecemi geciktiren akşama da kızgınım ,anger
"Öyle yorgunum ki boyle ayak bileklerimden asağısı sızlıyor, sağ omzum çanta askısından 3 cm çökmüş bile olabilir... ",sadness
Oha ışık hızına yaklaşan bir deney ekibi buldum şoktayım ,surprise
İnternet alt yapım gamer olmama izin vermiyoruz üzgünüm türkiye e spor camiası ,sadness
Aklımı kaybetmekten değil de bulmaktan çok korkuyorum... ,fear
"Kerkük'te büyük facia: 20 ölü, 100 yaralı ",fear
Demek önünden geçerken şempanze sesi çıkardın vay inanılmaz etkileyicisin ,surprise
Aşırı yorgun ve mutsuzum. Galiba hayattan bir beklentim de yok ,sadness
"Hem askerinden kork, hem askerini ziyaret et ",fear
Aşırı sinirlendim ya bu kadar insanlığınızı kaybetmiş olamazsınız ,anger
Bugün yine onlar vardı aaa dedim ilk görünce şok olmuştum ,surprise
"Keşke hayal kırıklığı zayıflatsaydı, ne güzel şimdiye kadar yok olmuştum ",sadness
Alışveriş yapmam lazım çünkü sinirleniyorum. ,anger
Takımımız Gençlerbirliği'nin üzerine kabus gibi çöktü ,fear
Hoşuma giden dedikodu varsa sorup sorup tekrar dinliyorum çok eğlenceli ya ,joy
Şarjım 1 di ekran kapanınca telefon kapandı sandım ödüm koptu ,fear
Lan delireceğim boyum kısalmış çekmişim amk 1.49 boy mu olur atın beni denizlere ,anger
Spotify Haftalık Keşif'in komple Türkçe şarkı ile dolması. Endişe verici... ,fear
"Depresyondayım, korku filmi izliyorum altıma sıçmak üzereyim çikolatam da bitti kabus şimdi başlıyor.. ",fear
keşke kırıldığımız zaman karşı tarafa anlık bildirim falan gitseydi anlaşılmamak kahrediyor insanı ,sadness
Seni bilmem ama ben yeterince özledim ,joy
21 yaşındayım baştaki tivit silinmiş sinirliyim ,anger
Karanlık fobim var benim nasıl uyuyayım ,fear
Bugün English Home kasiyeri bana Allah'a emanet olun dedi biraz korktum ,fear
Agresifim kesin birini tekmeleyeceğim bugün ,anger
Geri geldim hiç olmadığım kadar agresifim yenilendim ,anger
Rabbim Şahadetini kabul etsin insallah Çok üzgünüm ... ,sadness
Aaa konuşan göt yapmışlar. Ben şok ,surprise
Yaşasın bugün dizim var!! ,joy
Uğur Dündar beni engellemiş. Ben ne ettim bu adama bilmiyorum. Hayret ya ,surprise
Fernandao nasıl oyunda kaldı bugün gerçekten şaşkınlık verici maç içinde 2 kırmızısı var ,surprise
Alt kattan her gece bu saatlerde inanılmaz güzel bir sesle söylenen Elfida komşularla sıfır sorun politikama yardımcı olacak gibi ,joy
Yıprandım belkide herkesten daha çok belkide senden daha çok ,sadness
Hesap sınırlandırıldı askıya alındı diye ödüm koptu sabit tvitime yazık olurdu ,fear
"kulaklığımı buldum, çok mutluyum ",joy
çok agresif hissediyorum şu an yani bilmiyorum belki de çişim olduğundandır ,anger
Bir korku filmi izleyim de korkudan altıma sıçıp gece uyuyamayayım Allah'ım ne kadar da çılgınım ,fear
"Turgay Güler'in sesi güzelmiş, yorumunu da beğendim.Resmi törenlerde görev alabilir. ",joy
Küfür etmek istemiyorum ama amına koyayım ,anger
Kimsesiz olmak çok güzel birşey değil mi karışanın yok harika bir duygu ,joy
"Ara ara kendime ""Ben harbi sarı saçlıyım ha "" diye hayret ediyorum. ",surprise
"Kendime kızgınım çünkü en büyük hatayı yaptım, sana değer verdim. ",anger
Bulaşık yıkadım çok korkunçtu bir an ölücem sandım ,fear
"Benim artık kalbim dayanmıyor, çok yoruldum. ",sadness
Arda admin bugün sinirliyim taymin enerjisini düşürmek istemedim ,anger
Çevremde kimseyle konuşmak istemiyorum.İcimde fırtınalar kopuyor.Mutlu gibi görünmekten yoruldum. ,sadness
"Çeviri bir kitap üzerinde çalışıyorum, bir ifade ""uyuz olduğu"" diye çevrilmiş. Gözlerime inanamadım :) ",surprise
çok sıkıldım ya siz sıkılmadınız mı gençler sanki saat geçmiyor ,sadness
Okumaktan bıktım bunaldım yıprandım ,sadness
Ben kendimle savaşırken senin kazanman bana da biraz sürpriz oldu. ,surprise
"bazen hayat yalnız kalmamak için verdiğimiz mücadeleden ibaret diye düşünüyorum, çok korkutucu ",fear
70 deyiz berke abilerle gitar çalıp şarkı söylüyor çok harika müthiş bir ortamdayız ,joy
Bu kadar yalanla nasıl yaşayabiliyosun hayret ediyorum ,surprise
Gratis nolur artık indirim yapma tükendim ,sadness
Yalandan yılandan hepsinden bezdim ,sadness
1 gol 2 asist biri kendi kalesine vay reis kaldı 22 ,surprise
Rezil bir rüya gördüm ve bugün 19u. Biraz ürktüm... ,fear
Ağlıyorum şu an çok kötü oldum niye üzdünüz adamı ,sadness
Halen şoktayım deli bu çocuk gözlerime inanamadım karşımda görünce rüyamıydı Allah'ım yakışıklı manyak ?? hap mı içtin neydi bakan gözlerin ?? ,surprise
Ata bu akşam bize sürpriz yaptı ,surprise
Tek başıma yaptığım kahvaltı çok eğlenceli ,joy
Kurban bayramınız mübarek olsun Sevdiklerinizle birlikte nice mutlu sağlıklı bayramlara ,joy
Benim ödüm koptu tencere düşerken ,fear
Sana kalan son gücümle geldim derken şaka yapmıyodum ve tükendim artık hiç bileye gücüm kalmadı ,sadness
"vallahi bugün çok güzeldi, güzel gidiyor, güzel biter in?allah. ",joy
Dayım az önce trip attı ben şok ,surprise
Burcu sarhoş oldu ve çok eğlendim ,joy
Uykum var yorgunum acıktım sıkıldım bunaldım Allah'tan bir derdim yok ,sadness
"Fed/Evans, ""ABD'de enflasyon bekleyişlerindeki düşüş endişe verici"" ",fear
Yine 10 lu halleyi bitirecek kadar üzgünüm ,sadness
Ben niye burdan sıkıldım ya hiç olmazdı böyle ,sadness
Sorma 4 yıldır bezdim Günde 5-6 kez çekiyorum kendilerini ,sadness
"Yol arkadaşım, güzeller güzeli prenses kardeşim iyi ki doğdun doğum günün kutlu olsun ablam seni çok ama çok seviyorum iyiki varsın ",joy
Yarın okula gitmek istemiyorum şimdiden anneme karnım ağrıyor diye ağlıyorum umarım sabahta inanır da gitmem ,sadness
“Bir insan daha ne kadar gerizekalı olabilir ki” sorusunun yanıtı sensin ,anger
"Ölüm ve acı çekmek korkunç şeyler değildir; korkunç olan, bunlardan korku duymaktır. ",fear
Analiz yeteneğiniz hayret edici derecede iyi ,surprise
Çok huzurluyum ama içinde bulunduğum huzur çok korkutucu. ,fear
Rüya mı gördüm kabus mu karar veremedim ama etkisinden çıkamıyorum ,fear
Nefretimiz elektriğe dönüştürülebilseydi bütün dünyayı aydınlatmaya yeterdi ,anger
Şu koskaca dünya da yalnız ölmekten korkuyorum ,fear
vallahi anlamadım bende bir korktum görünce dayanamam ,fear
Beyler hala böyle naif yaklaşanlarınız kalmış mıydı ya hayret edici gerçekten ,surprise
Asansör fobim var. ,fear
Sen niye ters döndüm kız korktum ,fear
Neden kimse Bayern Madrid çıkamazmış gibi davranıyor delireceğim ,anger
Kendimden en çok bir şeylerden vazgeçerken korkuyorum. ,fear
Sabah uyandım biraz şaşırdım burası neresi ben burayı tanımadım ,surprise
Oy beni vurun vurun nedir çektiğim zulüm diye bağıracağım şimdi ,anger
Giderek bambaşka birine dönüşmekten korkuyorum... ,fear
Şu an tek hamle ile oyun taşıdım harika hissediyorum ,joy
Yorgunum uykusuzum hastayım umutsuzum en kötüsü de mutsuzum tüm bunların tabikide okulla ilgisi var ,sadness
Milli takıma çağırılmak bana sürpriz oldu. Artık herkesin beni unuttuğunu sanıyordum. ,surprise
ABD ile Rusya arasındakı ilişkiye bakınca; gece başka gündüz başka. Şaştım kaldım ben bu aşka. ,surprise
3 ay aradan sonra koşmaya başlıyorum dostlar fazla sevinçliyim ,joy
Telefonla uğraşırken bir anda irkildim o nasıl bana bak demek ya ,fear
arka fonda çalan dilara şarkısıyla irkildim ,fear
Twitter arkadaşımla reelde de konuştuk nihayet mutluyum :)) ,joy
Evin duvarından tut yerdeki halıya kadar öfkeliyim kapı tokatlıcam birazdan ,anger
Mutluyum Allah'ım çok mutluyum ,joy
Sınav yaklaşıyor ders çalışmam lazım çok korkuyorum ,fear
Doğrusu yanlışı ağrısı sancısı diyen Nilüfer gibi bağıracağım şimdi az kaldı ,anger
Banko şampiyon olacağımız turnuvada sakatlık ve yedeğimiz yok diye diskalifiye olduk sinirden kafayı yiyeceğim ,anger
Sebebi neydi ki diye bağıracağım şimdi az kaldı ,anger
Biri benim yerime gitsin şu hastaneye bezdim artık ,sadness
Biriyle konuşurken uyuyakalmayı özledim sabah uyandığımda ondan mesaj geldiğini görmeyi . ,sadness
uykudan ölüyorum ama yatamıyorum galiba annem haklı ve yatma fobim var ,fear
Aaa hiç canım çekmedi hep yediğim şey ,surprise
Dediğim her şey çıkıyor bir ürktüm şu an. ,fear
"5 gün sövüp 2 gün sevmeli ilişkilerinizi hayretler içinde izliyorum, epey komik ",joy
Arkadaşlar bugün çok mutluyum sizlerle paylaşmak istedim çünkü mutluluk paylaştıkça çoğalır sizde paylaşın daha çoğalsın ,joy
Arkadaş şu 2 hafta kabus gibi çöktü futbolsuz ve herşeyden önemlisi Beşiktaş'sız olmuyor be.! ,fear
Pakistan’da patlama: 6 Ölü ,fear
Sığ yüzümü kapattığım saçlarımı kestirdiğimden beri çok pişmanım. ,sadness
Tespihimi kaybettim bulamıyorum 2 saattir delireceğim ,anger
Annemle babamla defter kapladığımız günleri özledim. ,sadness
"Yeni diziye başlamak kadar keyifli bir iş yok. Aç, izle, dünyalarına gir, çık. Eğlenceli, akarı yok kokarı yok, tertemiz aktivite. Mis mis ",joy
Bugün Justice League de Batman ve Flashın sahnesinde blackpink çaldı ben şok ,surprise
Az önce bi dolmuş şoförü yayaya yol verdi hayret ettim. Hayır normalde 50 cm bile bulsalar burunlarını sokuyorlar ya. ,surprise
"Hayatta çok üzüldüm ağladım, çok yıprandım ama yaptığım hiçbir şeyden bir deneyim diye aldığım farklı rimel kadar pişman olmadım. ",sadness
Geleneksel kar tweetlerinizi nerede kaldı endişelendim ,fear
İnsanlardan insanlara laf anlatmaktan gerçekten sıkıldım . ,sadness
"Kabus gibisin , rüyalarıma girmeye başladın. ",fear
Okulun ilk haftası okula giden nadir insanlardan olacağım için hüzünlüyüm ,sadness
Ben kafamı nasıl şeyler ile meşgul ettim bunca zaman hayret ediyorum. ,surprise
"O kadar çok güldüm ki, babam uykusundan kalkıp ""Sabahtan beri neye gülüyorsun bu kadar?"" dedi. Teşekkürler ",joy
Çin'de fabrikada patlama: 2 ölü ,fear
Aptal insanlarla ne olur ben muhattap olmayım ya birşeyi tekrarlamaktan nefret ediyorum ,anger
İki gündür Ankarada'yım ve efsane eğlendim ,joy
Tuttuğun senin olsun a canım aşk bırakmaktan geçer ,joy
az önce biri aradı korktum ne oldu anlayamadım ,fear
Şaşkınlık verici ama gerçek ,surprise
Başınıza bir hal geldi diye çok endişelendim. ,fear
Korkunç be hareketlere bak ürktüm şahsen ,fear
Özel hayatıma burnunu sokan insanlara karşı fobim var ,fear
Yazarken ben de hayret ettim kendime ,surprise
%32'nin dilekleri gerçek olur umarım bugün. Ben daha az bekliyordum açıkçası sürpriz oldu ,surprise
Doğum günümü erkenden kutladım çok mutluyum palamut ve karides alınmış pastadan bin kat daha iyi ,joy
Şu an ben şok Bütün bilgiler çöp Neyseki pişirerek kurtarmışsınız ,surprise
Müzik dinlemek istiyorum ama kulaklığım bozuldu çok mutsuzum ,sadness
epey komik şeyler oluyor sıkı tutunun ,joy
her gün başkalarının yerine utanmaktan utanmaz arlanmaz bir adam olup çıkacağım diye korkuyorum... ,fear
Bu hafta dışarı çıkıp eğlenenlere karşı çok öfkeliyim. bu havada evde edebiyat çalışmak bitiriyor beni ,anger
kuş banyoya girmiş çıkmıyor giremiyorum ben de o yüzden ağlayacağım ,sadness
Irkçıları bitirelim lütfen ben sinirleniyorum hemen ,anger
Eskisi gibi kalmayışınıza çok kızgınım ,anger
Uykumu almadığım zaman kendimi çok agresif hissediyorum. ,anger
Doktora ilaçlarımı söylerken bile yoruluyorum. İçmesi ayrı yutmadı ayrı oy tükendim ,sadness
Dünya üzerinde nefes alan her şeye sinir oluyorum şu an hayvanlar hariç ,anger
